FrameId	Locus	GeneSymbol	ProductName	GenbankAccession.version	Entrez	UniprotAccession	UniprotName
G18UU-18539-MONOMER	PP_1239	PP_1239	Metallo-beta-lactamase family protein	AAN66863.1	24982688	Q88NH0	Q88NH0_PSEPK
G18UU-18538-MONOMER	PP_1238	PP_1238	putative Lipoprotein	AAN66862.1	24982687	Q88NH1	Q88NH1_PSEPK
G18UU-18537-MONOMER	PP_1237	dapA-I	4-hydroxy-tetrahydrodipicolinate synthase	AAN66861.1	24982686	Q88NH2	Q88NH2_PSEPK
G18UU-18536-MONOMER	PP_1236	PP_1236	putative Glycine cleavage system transcriptional repressor	AAN66860.1	24982685	Q88NH3	Q88NH3_PSEPK
G18UU-18535-MONOMER	PP_1235	PP_1235	AhpC/TSA family protein	AAN66859.1	24982684	Q88NH4	Q88NH4_PSEPK
G18UU-18534-MONOMER	PP_1234	PP_1234	putative permease	AAN66858.1	24982683	Q88NH5	Q88NH5_PSEPK
G18UU-18533-MONOMER	PP_1233	tusA-I	sulfurtransferase	AAN66857.1	24982682	Q88NH6	Q88NH6_PSEPK
G18UU-18532-MONOMER	PP_1232	PP_1232	conserved exported protein of unknown function	AAN66856.1	24982681	Q88NH7	Q88NH7_PSEPK
G18UU-18531-MONOMER	PP_1231	nadA	quinolinate synthase [4Fe-4S] cluster subunit	AAN66855.1	24982680	Q88NH8	Q88NH8_PSEPK
G18UU-18530-MONOMER	PP_1230	PP_1230	conserved exported protein of unknown function	AAN66854.1	24982679	Q88NH9	Q88NH9_PSEPK
G18UU-18528-MONOMER	PP_1228	PP_1228	Methyl-accepting chemotaxis transducer	AAN66852.1	24982676	Q88NI1	MCPU_PSEPK
G18UU-18527-MONOMER	PP_1227	PP_1227	putative Membrane protein	AAN66851.1	24982675	Q88NI2	Q88NI2_PSEPK
G18UU-18525-MONOMER	PP_1226	queC	pre-queuosine 0 synthase	AAN66850.1	24982674	Q88NI3	QUEC_PSEPK
G18UU-18524-MONOMER	PP_1225	queE	7-carboxy-7-deazaguanine synthase	AAN66849.1	24982673	Q88NI4	Q88NI4_PSEPK
G18UU-18523-MONOMER	PP_1224	ybgF	periplasmic subunit of the TolQRA transport system	AAN66848.1	24982672	P0A130	CPOB_PSEPK
G18UU-18522-MONOMER	PP_1223	oprL	peptidoglycan-associated lipoprotein	AAN66847.1	24982671	P0A138	PAL_PSEPK
G18UU-18521-MONOMER	PP_1222	tolB	component of the Tol biopolymer transport system	AAN66846.1	24982670	P0A173	TOLB_PSEPK
G18UU-18520-MONOMER	PP_1221	tolA	colicin S4 and filamentous phage transport system	AAN66845.1	24982669	Q88NI6	Q88NI6_PSEPK
G18UU-18519-MONOMER	PP_1220	tolR	subunit of a proton-driven complex used for maintenance of outer membrane stability	AAN66844.1	24982668	Q88NI7	Q88NI7_PSEPK
G18UU-18518-MONOMER	PP_1219	tolQ	subunit of a proton-driven complex used for maintenance of outer membrane stability	AAN66843.1	24982667	Q88NI8	Q88NI8_PSEPK
G18UU-18517-MONOMER	PP_1218	PP_1218	putative acyl-CoA thioesterase	AAN66842.1	24982666	Q88NI9	Q88NI9_PSEPK
G18UU-18516-MONOMER	PP_1217	ruvB	Holliday junction ATP-dependent DNA helicase RuvB	AAN66841.1	24982664	Q88NJ0	RUVB_PSEPK
G18UU-18515-MONOMER	PP_1216	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	AAN66840.1	24982663	Q88NJ1	RUVA_PSEPK
G18UU-18514-MONOMER	PP_1215	ruvC	Crossover junction endodeoxyribonuclease RuvC	AAN66839.1	24982662	Q88NJ2	RUVC_PSEPK
G18UU-18513-MONOMER	PP_1214	PP_1214	putative transcriptional regulatory protein	AAN66838.1	24982661	Q88NJ3	Y1214_PSEPK
G18UU-18512-MONOMER	PP_1213	aspS	Aspartate--tRNA ligase	AAN66837.1	24982660	Q88NJ4	SYDND_PSEPK
G18UU-18511-MONOMER	PP_1212	PP_1212	conserved protein of unknown function	AAN66836.1	24982659	Q88NJ5	Q88NJ5_PSEPK
G18UU-18510-MONOMER	PP_1211	PP_1211	conserved protein of unknown function	AAN66835.1	24982658	Q88NJ6	Q88NJ6_PSEPK
G18UU-18509-MONOMER	PP_1210	dps	DNA-binding stress protein	AAN66834.1	24982657	Q88NJ7	Q88NJ7_PSEPK
G18UU-18508-MONOMER	PP_1209	PP_1209	cold-shock protein	AAN66833.2	1001555622	Q88NJ8	Q88NJ8_PSEPK
G18UU-18507-MONOMER	PP_1208	PP_1208	conserved protein of unknown function, SlyX family	AAN66832.1	24982655	Q88NJ9	SLYX_PSEPK
G18UU-18506-MONOMER	PP_1207	PP_1207	conserved protein of unknown function	AAN66831.1	24982654	Q88NK0	Q88NK0_PSEPK
G18UU-18505-MONOMER	PP_1206	oprD	basic-amino-acid specific porin OprD	AAN66830.1	24982653	Q88NK1	Q88NK1_PSEPK
G18UU-18504-MONOMER	PP_1205	proS	Proline--tRNA ligase	AAN66829.1	24982651	Q88NK2	SYP_PSEPK
G18UU-18503-MONOMER	PP_1204	PP_1204	putative Lipoprotein	AAN66828.1	24982650	Q88NK3	Q88NK3_PSEPK
G18UU-18502-MONOMER	PP_1203	dinB	DNA polymerase IV	AAN66827.1	24982649	Q88NK4	DPO4_PSEPK
G18UU-18498-MONOMER	PP_1202	PP_1202	putative enzyme involved in modification of phospholipids	AAN66826.1	24982648	Q88NK5	Q88NK5_PSEPK
G18UU-18497-MONOMER	PP_1201	PP_1201	conserved exported protein of unknown function	AAN66825.1	24982647	Q88NK6	Q88NK6_PSEPK
G18UU-18496-MONOMER	PP_1200	kup	Probable potassium transport system protein kup	AAN66824.1	24982646	Q88NK7	KUP_PSEPK
G18UU-18495-MONOMER	PP_1199	PP_1199	toxin-antitoxin system, higB toxin like	AAN66823.1	24982645	Q88NK8	Q88NK8_PSEPK
G18UU-18494-MONOMER	PP_1198	PP_1198	transcriptional regulator, Cro/CI family (higA antitoxin like)	AAN66822.1	24982644	Q88NK9	Q88NK9_PSEPK
G18UU-18493-MONOMER	PP_1197	rimO	ribosomal protein S12 methylthiotransferase	AAN66821.2	1001555621	Q88NL0	RIMO_PSEPK
G18UU-18492-MONOMER	PP_1196	PP_1196	conserved exported protein of unknown function	AAN66820.1	24982641	Q88NL1	Q88NL1_PSEPK
G18UU-18491-MONOMER	PP_1195	PP_1195	conserved exported protein of unknown function	AAN66819.1	24982640	Q88NL2	Q88NL2_PSEPK
G18UU-18490-MONOMER	PP_1194	PP_1194	conserved protein of unknown function	AAN66818.2	1001555620	Q88NL3	Q88NL3_PSEPK
G18UU-18489-MONOMER	PP_1193	PP_1193	conserved membrane protein of unknown function	AAN66817.1	24982638	Q88NL4	Q88NL4_PSEPK
G18UU-18488-MONOMER	PP_1192	PP_1192	Acetyltransferase, GNAT family	AAN66816.1	24982637	Q88NL5	Q88NL5_PSEPK
G18UU-18487-MONOMER	PP_1191	PP_1191	S4 domain protein	AAN66815.1	24982636	Q88NL6	Q88NL6_PSEPK
G18UU-18486-MONOMER	PP_1190	PP_1190	conserved protein of unknown function	AAN66814.1	24982635	Q88NL7	Q88NL7_PSEPK
G18UU-18483-MONOMER	PP_1187	phoQ	sensor protein	AAN66811.1	24982632	Q88NM0	Q88NM0_PSEPK
G18UU-18482-MONOMER	PP_1186	phoP	two component system DNA-binding transcriptional dual regulator	AAN66810.1	24982631	Q88NM1	Q88NM1_PSEPK
G18UU-18481-MONOMER	PP_1185	oprH	Outer membrane protein H1	AAN66809.1	24982630	Q88NM2	Q88NM2_PSEPK
G18UU-18480-MONOMER	PP_1184	PP_1184	Dienelactone hydrolase family protein	AAN66808.1	24982628	Q88NM3	Q88NM3_PSEPK
G18UU-18479-MONOMER	PP_1183	PP_1183	putative Siderophore biosynthesis protein	AAN66807.1	24982627	Q88NM4	Q88NM4_PSEPK
G18UU-18478-MONOMER	PP_1182	PP_1182	Sensor histidine kinase	AAN66806.1	24982626	Q88NM5	Q88NM5_PSEPK
G18UU-18477-MONOMER	PP_1181	PP_1181	DNA-binding response regulator	AAN66805.1	24982625	Q88NM6	Q88NM6_PSEPK
G18UU-18476-MONOMER	PP_1180	PP_1180	conserved protein of unknown function	AAN66804.2	1001555619	Q88NM7	Q88NM7_PSEPK
G18UU-18475-MONOMER	PP_1179	nrdA	Ribonucleoside-diphosphate reductase subunit alpha	AAN66803.1	24982623	Q88NM8	Q88NM8_PSEPK
G18UU-18474-MONOMER	PP_1178	PP_1178	conserved protein of unknown function	AAN66802.2	1001555618	Q88NM9	Q88NM9_PSEPK
G18UU-18473-MONOMER	PP_1177	nrdB	Ribonucleoside-diphosphate reductase subunit beta	AAN66801.1	24982621	Q88NN0	Q88NN0_PSEPK
G18UU-18472-MONOMER	PP_1176	PP_1176	conserved protein of unknown function	AAN66800.1	24982620	Q88NN1	Q88NN1_PSEPK
G18UU-18471-MONOMER	PP_1174	PP_1174	conserved protein of unknown function	AAN66798.1	24982617	Q88NN3	Q88NN3_PSEPK
G18UU-18470-MONOMER	PP_1173	galP-I	porin-like protein	AAN66797.1	24982616	Q88NN4	Q88NN4_PSEPK
G18UU-18469-MONOMER	PP_1171	udh	uronate dehydrogenase	AAN66795.1	24982614	Q88NN6	URODH_PSEPK
G18UU-18468-MONOMER	PP_1170	gnl	Gluconolactonase	AAN66794.1	24982613	Q88NN7	Q88NN7_PSEPK
G18UU-18464-MONOMER	PP_1166	PP_1166	putative permease of the drug/metabolite transporter (DMT) superfamily	AAN66790.1	24982609	Q88NP1	Q88NP1_PSEPK
G18UU-18463-MONOMER	PP_1165	PP_1165	conserved protein of unknown function	AAN66789.1	24982608	Q88NP2	Q88NP2_PSEPK
G18UU-18462-MONOMER	PP_1164	PP_1164	Transcriptional regulator, LysR family	AAN66788.1	24982607	Q88NP3	Q88NP3_PSEPK
G18UU-18461-MONOMER	PP_1163	PP_1163	Oxidoreductase, FAD-binding	AAN66787.1	24982605	Q88NP4	Q88NP4_PSEPK
G18UU-18460-MONOMER	PP_1162	gstA	Protein GstA	AAN66786.1	24982604	Q88NP5	Q88NP5_PSEPK
G18UU-18459-MONOMER	PP_1161	PP_1161	putative Lipoprotein	AAN66785.1	24982603	Q88NP6	Q88NP6_PSEPK
G18UU-18458-MONOMER	PP_1160	PP_1160	Asparaginase family protein	AAN66784.1	24982602	Q88NP7	Q88NP7_PSEPK
G18UU-18457-MONOMER	PP_1159	PP_1159	conserved membrane protein of unknown function	AAN66783.1	24982601	Q88NP8	Q88NP8_PSEPK
G18UU-18456-MONOMER	PP_1157	PP_1157	Acetolactate synthase	AAN66782.1	24982600	Q877U6	Q877U6_PSEPK
G18UU-18452-MONOMER	PP_1156	yfdC	putative inner membrane protein	AAN66781.1	24982598	Q88NP9	Q88NP9_PSEPK
G18UU-18451-MONOMER	PP_1155	PP_1155	YaiC/YhcK/ArdA family protein	AAN66780.1	24982597	Q88NQ0	Q88NQ0_PSEPK
G18UU-18450-MONOMER	PP_1154	PP_1154	Sensory box protein	AAN66779.1	24982596	Q88NQ1	Q88NQ1_PSEPK
G18UU-18449-MONOMER	PP_1153	PP_1153	putative lipoprotein	AAN66778.2	1001555617	Q88NQ2	Q88NQ2_PSEPK
G18UU-18448-MONOMER	PP_1152	PP_1152	putative membrane fusion efflux protein	AAN66777.1	24982594	Q88NQ3	Q88NQ3_PSEPK
G18UU-18446-MONOMER	PP_1151	PP_1151	conserved protein of unknown function	AAN66776.1	24982593	Q88NQ4	Q88NQ4_PSEPK
G18UU-18445-MONOMER	PP_1150	PP_1150	putative Membrane protein	AAN66775.1	24982592	Q88NQ5	Q88NQ5_PSEPK
G18UU-18444-MONOMER	PP_1149	PP_1149	putative protein of unknown function	AAN66774.1	24982590	Q88NQ6	Q88NQ6_PSEPK
G18UU-18442-MONOMER	PP_1148	PP_1148	conserved protein of unknown function	AAN66773.1	24982589	Q88NQ7	Q88NQ7_PSEPK
G18UU-18441-MONOMER	PP_1147	PP_1147	conserved protein of unknown function	AAN66772.1	24982588	Q88NQ8	Q88NQ8_PSEPK
G18UU-18440-MONOMER	PP_1146	PP_1146	conserved exported protein of unknown function	AAN66771.1	24982587	Q88NQ9	Q88NQ9_PSEPK
G18UU-18439-MONOMER	PP_1145	rapA	RNA polymerase-associated protein RapA	AAN66770.1	24982586	Q88NR0	RAPA_PSEPK
G18UU-18438-MONOMER	PP_1144	PP_1144	conserved membrane protein of unknown function	AAN66769.1	24982585	Q88NR1	Q88NR1_PSEPK
G18UU-18437-MONOMER	PP_1143	PP_1143	3-hydroxyisobutyrate dehydrogenase family protein	AAN66768.1	24982584	Q88NR2	Q88NR2_PSEPK
G18UU-18436-MONOMER	PP_1142	PP_1142	conserved protein of unknown function	AAN66767.1	24982583	Q88NR3	Q88NR3_PSEPK
G18UU-18430-MONOMER	PP_1136	PP_1136	conserved protein of unknown function	AAN66761.1	24982576	Q88NR9	Q88NR9_PSEPK
G18UU-18429-MONOMER	PP_1135	PP_1135	conserved exported protein of unknown function	AAN66760.1	24982575	Q88NS0	Q88NS0_PSEPK
G18UU-18428-MONOMER	PP_1134	PP_1134	conserved protein of unknown function	AAN66759.1	24982574	Q88NS1	Q88NS1_PSEPK
G18UU-18427-MONOMER	PP_1133	PP_1133	transposase	AAN66758.1	24982573	Q877U3	Q877U3_PSEPK
G18UU-18426-MONOMER	PP_1132	nhaA-I	Na(+)/H(+) antiporter NhaA 1	AAN66757.1	24982572	Q88NS2	NHAA1_PSEPK
G18UU-18425-MONOMER	PP_1131	slyB	outer membrane lipoprotein	AAN66756.1	24982571	Q88NS3	Q88NS3_PSEPK
G18UU-18424-MONOMER	PP_1130	PP_1130	conserved protein of unknown function	AAN66755.1	24982569	Q88NS4	Q88NS4_PSEPK
G18UU-18423-MONOMER	PP_1129	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	AAN66754.1	24982568	Q88NS5	PDXH_PSEPK
G18UU-18422-MONOMER	PP_1128	PP_1128	OmpA family protein	AAN66753.1	24982567	Q88NS6	Q88NS6_PSEPK
G18UU-18421-MONOMER	PP_1127	estC	Carboxylesterase	AAN66752.1	24982566	Q88NS7	Q88NS7_PSEPK
G18UU-18420-MONOMER	PP_1126	PP_1126	putative Hydrolase	AAN66751.1	24982565	Q88NS8	Q88NS8_PSEPK
G18UU-18419-MONOMER	PP_1125	PP_1125	putative Helicase	AAN66750.1	24982564	Q88NS9	Q88NS9_PSEPK
G18UU-18418-MONOMER	PP_1124	PP_1124	conserved membrane protein of unknown function	AAN66749.1	24982563	Q88NT0	Q88NT0_PSEPK
G18UU-18417-MONOMER	PP_1123	PP_1123	conserved protein of unknown function	AAN66748.1	24982562	Q88NT1	Q88NT1_PSEPK
G18UU-18416-MONOMER	PP_1122	PP_1122	OmpA family protein	AAN66747.1	24982561	Q88NT2	Q88NT2_PSEPK
G18UU-18415-MONOMER	PP_1121	PP_1121	OmpA family protein	AAN66746.1	24982560	Q88NT3	Q88NT3_PSEPK
G18UU-18414-MONOMER	PP_1120	PP_1120	conserved protein of unknown function	AAN66745.1	24982558	Q88NT4	Q88NT4_PSEPK
G18UU-18413-MONOMER	PP_1119	PP_1119	conserved protein of unknown function	AAN66744.1	24982557	Q88NT5	Y1119_PSEPK
G18UU-18412-MONOMER	PP_1118	PP_1118	Recombinase-related protein	AAN66743.1	24982556	Q88NT6	Q88NT6_PSEPK
G18UU-18411-MONOMER	PP_5742	PP_5742	putative membrane protein of unknown function	AMM02798.1	1001555616	A0A140FW15	A0A140FW15_PSEPK
G18UU-18410-MONOMER	PP_1117	PP_1117	conserved protein of unknown function	AAN66742.1	24982555	Q88NT7	Q88NT7_PSEPK
G18UU-18409-MONOMER	PP_5465	PP_5465	conserved protein of unknown function	AMM02797.1	1001555615	A0A140FW14	A0A140FW14_PSEPK
G18UU-18408-MONOMER	PP_1116	PP_1116	Site-specific recombinase, resolvase family	AAN66741.1	24982554	Q88NT8	Q88NT8_PSEPK
G18UU-18407-MONOMER	PP_5464	PP_5464	protein of unknown function	AMM02796.1	1001555614	A0A140FW13	A0A140FW13_PSEPK
G18UU-18406-MONOMER	PP_5463	PP_5463	conserved protein of unknown function	AMM02795.1	1001555613	A0A140FW12	A0A140FW12_PSEPK
G18UU-18405-MONOMER	PP_5462	PP_5462	conserved protein of unknown function	AMM02794.1	1001555612	A0A140FW11	A0A140FW11_PSEPK
G18UU-18404-MONOMER	PP_1115	PP_1115	putative Lipoprotein	AAN66740.1	24982553	Q88NT9	Q88NT9_PSEPK
G18UU-18403-MONOMER	PP_1114	PP_1114	SEC-C domain protein	AAN66739.1	24982552	Q88NU0	Q88NU0_PSEPK
G18UU-18402-MONOMER	PP_1113	PP_1113	Pyridoxal-phosphate dependent enzyme family protein	AAN66738.1	24982550	Q88NU1	Q88NU1_PSEPK
G18UU-18401-MONOMER	PP_1112	PP_1112	conserved membrane protein of unknown function	AAN66737.1	24982549	Q88NU2	Q88NU2_PSEPK
G18UU-18400-MONOMER	PP_1111	PP_1111	putative Synthetase	AAN66736.1	24982548	Q88NU3	Q88NU3_PSEPK
G18UU-18399-MONOMER	PP_1110	PP_1110	serine acetyltransferase	AAN66735.2	1001555611	Q88NU4	Q88NU4_PSEPK
G18UU-18398-MONOMER	PP_1109	PP_1109	Transcriptional regulator, GntR family	AAN66734.1	24982546	Q88NU5	Q88NU5_PSEPK
G18UU-18397-MONOMER	PP_1108	quiP	Acyl-homoserine lactone acylase QuiP	AAN66733.1	24982545	Q88NU6	QUIP_PSEPK
G18UU-18396-MONOMER	PP_1106	PP_1106	conserved protein of unknown function	AAN66731.1	24982543	Q88NU8	Q88NU8_PSEPK
G18UU-18395-MONOMER	PP_1105	PP_1105	putative DNA ligase, ATP-dependent	AAN66730.1	24982542	Q88NU9	Q88NU9_PSEPK
G18UU-18394-MONOMER	PP_1104	PP_1104	AotO-related protein	AAN66729.1	24982540	Q88NV0	Q88NV0_PSEPK
G18UU-18393-MONOMER	PP_1103	PP_1103	ATP-dependent helicase, DEAD box family	AAN66728.1	24982539	Q88NV1	Q88NV1_PSEPK
G18UU-18392-MONOMER	PP_1102	PP_1102	conserved protein of unknown function	AAN66727.1	24982538	Q88NV2	Q88NV2_PSEPK
G18UU-18391-MONOMER	PP_1101	PP_1101	conserved protein of unknown function	AAN66726.1	24982537	Q88NV3	Q88NV3_PSEPK
G18UU-18390-MONOMER	PP_1100	dcd	Deoxycytidine triphosphate deaminase	AAN66725.1	24982536	Q88NV4	DCD_PSEPK
G18UU-18389-MONOMER	PP_1099	capB	Cold shock protein CapB	AAN66724.1	24982535	Q88NV5	Q88NV5_PSEPK
G18UU-18387-MONOMER	PP_1098	mrp	ATP-dependent Fe-S cluster transferase	AAN66723.1	24982534	Q88NV6	Q88NV6_PSEPK
G18UU-18386-MONOMER	PP_1097	metG	Methionine--tRNA ligase	AAN66722.1	24982533	Q88NV7	SYM_PSEPK
G18UU-18385-MONOMER	PP_1096	PP_1096	putative electron transport complex protein	AAN66721.1	24982532	Q88NV8	Q88NV8_PSEPK
G18UU-18384-MONOMER	PP_1095	PP_1095	putative electron transport complex protein	AAN66720.1	24982531	Q88NV9	Q88NV9_PSEPK
G18UU-18383-MONOMER	PP_1094	PP_1094	putative electron transport complex protein	AAN66719.1	24982530	Q88NW0	Q88NW0_PSEPK
G18UU-18382-MONOMER	PP_1093	PP_1093	putative electron transport complex protein	AAN66718.1	24982529	Q88NW1	Q88NW1_PSEPK
G18UU-18381-MONOMER	PP_1092	nth	DNA glycosylase/apyrimidinic (AP) lyase specific for damaged pyrimidinic sites	AAN66717.1	24982528	Q88NW2	Q88NW2_PSEPK
G18UU-18380-MONOMER	PP_1091	PP_1091	conserved protein of unknown function	AAN66716.1	24982527	Q88NW3	Q88NW3_PSEPK
G18UU-18379-MONOMER	PP_1090	bvgA	putative Virulence factors positive transcription regulator BvgA	AAN66715.1	24982525	Q88NW4	Q88NW4_PSEPK
G18UU-18378-MONOMER	PP_1089	PP_1089	conserved protein of unknown function	AAN66714.1	24982524	Q88NW5	Q88NW5_PSEPK
G18UU-18377-MONOMER	PP_1088	argG	Argininosuccinate synthase	AAN66713.1	24982523	P59604	ASSY_PSEPK
G18UU-18376-MONOMER	PP_1087	PP_1087	Outer membrane protein, OmpA family	AAN66712.1	24982522	Q88NW6	Q88NW6_PSEPK
G18UU-18375-MONOMER	PP_1086	pyrC	dihydroorotase	AAN66711.1	24982521	Q88NW7	PYRC_PSEPK
G18UU-18374-MONOMER	PP_1085	rnt	ribonuclease T	AAN66710.2	1001555610	Q88NW8	RNT_PSEPK
G18UU-18373-MONOMER	PP_1084	tsaA	putative peroxiredoxin	AAN66709.1	24982519	Q88NW9	Q88NW9_PSEPK
G18UU-18372-MONOMER	PP_1083	PP_1083	(2Fe-2S)-binding protein	AAN66708.1	24982518	Q88NX0	Q88NX0_PSEPK
G18UU-18371-MONOMER	PP_1082	bfr-II	bacterioferritin	AAN66707.1	24982517	Q88NX1	Q88NX1_PSEPK
G18UU-18370-MONOMER	PP_1081	grxD	monothiol glutaredoxin 4	AAN66706.1	24982516	Q88NX2	Q88NX2_PSEPK
G18UU-18369-MONOMER	PP_1080	PP_1080	putative oxidoreductase molybdopterin-binding	AAN66705.1	24982515	Q88NX3	Q88NX3_PSEPK
G18UU-18368-MONOMER	PP_1079	argF	Ornithine carbamoyltransferase	AAN66704.1	24982513	Q88NX4	OTC_PSEPK
G18UU-18367-MONOMER	PP_1078	PP_1078	putative ABC transporter, ATP-binding protein	AAN66703.1	24982512	Q88NX5	Q88NX5_PSEPK
G18UU-18366-MONOMER	PP_1077	ybaK	Cys-tRNAPro deacylase	AAN66702.1	24982511	Q88NX6	Q88NX6_PSEPK
G18UU-18365-MONOMER	PP_1076	glpF	aquaglyceroporin	AAN66701.1	24982510	Q88NX7	Q88NX7_PSEPK
G18UU-18364-MONOMER	PP_1075	glpK	glycerol kinase	AAN66700.1	24982509	Q88NX8	GLPK_PSEPK
G18UU-18363-MONOMER	PP_1074	glpR	DNA-binding transcriptional repressor - GlpR-glycerol-3-phosphate	AAN66699.1	24982508	Q88NX9	Q88NX9_PSEPK
G18UU-18362-MONOMER	PP_1073	glpD	glycerol-3-phosphate dehydrogenase (aerobic)	AAN66698.1	24982507	Q88NY0	Q88NY0_PSEPK
G18UU-18361-MONOMER	PP_1072	PP_1072	Leucine-rich repeat domain protein	AAN66697.1	24982506	Q88NY1	Q88NY1_PSEPK
G18UU-18360-MONOMER	PP_1071	gltI	glutamate / aspartate ABC transporter - periplasmic binding protein	AAN66696.1	24982504	Q88NY2	Q88NY2_PSEPK
G18UU-18359-MONOMER	PP_1070	gltJ	glutamate / aspartate ABC transporter - permease subunit	AAN66695.1	24982503	Q88NY3	Q88NY3_PSEPK
G18UU-18358-MONOMER	PP_1069	gltK	glutamate / aspartate ABC transporter - permease subunit	AAN66694.1	24982502	Q88NY4	Q88NY4_PSEPK
G18UU-18357-MONOMER	PP_1068	gltL	glutamate / aspartate ABC transporter - ATP binding subunit	AAN66693.1	24982501	Q88NY5	Q88NY5_PSEPK
G18UU-18356-MONOMER	PP_1067	PP_1067	Sensor histidine kinase	AAN66692.1	24982500	Q88NY6	Q88NY6_PSEPK
G18UU-18355-MONOMER	PP_1066	dctD-II	C4-dicarboxylate transport transcriptional regulatory protein	AAN66691.1	24982499	Q88NY7	Q88NY7_PSEPK
G18UU-18354-MONOMER	PP_1065	glmP	membrane protein required for efficient alginate biosynthesis	AAN66690.1	24982498	Q88NY8	Q88NY8_PSEPK
G18UU-18353-MONOMER	PP_1064	PP_1064	Hydrolase, alpha/beta fold family	AAN66689.1	24982497	Q88NY9	Q88NY9_PSEPK
G18UU-18352-MONOMER	PP_1063	metR-I	DNA-binding transcriptional regulator, homocysteine-binding	AAN66688.1	24982496	Q88NZ0	Q88NZ0_PSEPK
G18UU-18351-MONOMER	PP_1062	PP_1062	MutT/nudix family protein	AAN66687.1	24982495	Q88NZ1	Q88NZ1_PSEPK
G18UU-18350-MONOMER	PP_1061	PP_1061	putative ATP-dependent DNA helicase lhr	AAN66686.1	24982493	Q88NZ2	Q88NZ2_PSEPK
G18UU-18349-MONOMER	PP_1060	PP_1060	putative Glutamate synthase, large subunit	AAN66685.1	24982492	Q88NZ3	Q88NZ3_PSEPK
G18UU-18347-MONOMER	PP_1058	PP_1058	conserved protein of unknown function	AAN66683.1	24982490	Q88NZ5	Q88NZ5_PSEPK
G18UU-18346-MONOMER	PP_1057	PP_1057	Transcriptional regulator, PadR family	AAN66682.1	24982489	Q88NZ6	Q88NZ6_PSEPK
G18UU-18345-MONOMER	PP_1056	PP_1056	putative Iron-chelator utilization protein	AAN66681.1	24982488	Q88NZ7	Q88NZ7_PSEPK
G18UU-18344-MONOMER	PP_1055	gspN	Type II secretion pathway protein GspN	AAN66680.1	24982486	Q88NZ8	Q88NZ8_PSEPK
G18UU-18343-MONOMER	PP_1054	xcpZ	Type II secretion pathway protein XcpZ	AAN66679.1	24982485	Q88NZ9	Q88NZ9_PSEPK
G18UU-18342-MONOMER	PP_1053	xcpY	Type II secretion pathway protein XcpY	AAN66678.1	24982484	Q88P00	Q88P00_PSEPK
G18UU-18341-MONOMER	PP_1052	xcpW	Type II secretion pathway protein XcpW	AAN66677.1	24982483	Q88P01	Q88P01_PSEPK
G18UU-18340-MONOMER	PP_1051	xcpV	Type II secretion pathway protein XcpV	AAN66676.1	24982482	Q88P02	Q88P02_PSEPK
G18UU-18339-MONOMER	PP_1050	xcpU	Type II secretion pathway protein XcpU	AAN66675.1	24982481	Q88P03	Q88P03_PSEPK
G18UU-18338-MONOMER	PP_1049	gspG	putative protein secretion protein for export	AAN66674.1	24982480	Q88P04	Q88P04_PSEPK
G18UU-18337-MONOMER	PP_1048	gspF	putative protein secretion protein for export	AAN66673.1	24982479	Q88P05	Q88P05_PSEPK
G18UU-18336-MONOMER	PP_1047	gspE	putative protein secretion protein for export	AAN66672.1	24982478	Q88P06	Q88P06_PSEPK
G18UU-18335-MONOMER	PP_1046	xcpQ	Type II secretion pathway protein XcpQ	AAN66671.1	24982477	Q88P07	Q88P07_PSEPK
G18UU-18334-MONOMER	PP_1045	xcpP	Type II secretion pathway protein XcpP	AAN66670.1	24982476	Q88P08	Q88P08_PSEPK
G18UU-18333-MONOMER	PP_1044	uxpA	Lipoprotein UxpA	AAN66669.1	24982475	Q88P09	Q88P09_PSEPK
G18UU-18332-MONOMER	PP_1043	upxB	putative phosphatase	AAN66668.1	24982474	Q88P10	Q88P10_PSEPK
G18UU-18331-MONOMER	PP_1042	xcpX	Type II secretion system protein K	AAN66667.1	24982472	Q88P11	Q88P11_PSEPK
G18UU-18329-MONOMER	PP_1040	tatB-I	Sec-independent protein translocase TatB	AAN66665.1	24982470	Q88P13	Q88P13_PSEPK
G18UU-18328-MONOMER	PP_1039	tatC-I	sec-independent protein translocase protein	AAN66664.1	24982469	Q88P14	Q88P14_PSEPK
G18UU-18327-MONOMER	PP_1038	PP_1038	conserved protein of unknown function	AAN66663.1	24982468	Q88P15	Q88P15_PSEPK
G18UU-18326-MONOMER	PP_1037	purL	Phosphoribosylformylglycinamidine synthase	AAN66662.1	24982467	Q88P16	PUR4_PSEPK
G18UU-18325-MONOMER	PP_1036	mltF	membrane-bound lytic murein transglycosylase F	AAN66661.2	1001555609	Q88P17	MLTF_PSEPK
G18UU-18324-MONOMER	PP_1035	tadA	tRNA-specific adenosine deaminase monomer	AAN66660.1	24982465	Q88P18	Q88P18_PSEPK
G18UU-18323-MONOMER	PP_1034	cumA	multicopper oxidase	AAN66659.1	24982464	Q88P19	Q88P19_PSEPK
G18UU-18322-MONOMER	PP_1033	PP_1033	Sulfatase domain protein	AAN66658.1	24982462	Q88P20	Q88P20_PSEPK
